name,wins,losses,draws,total_fights,win_rate,height_cm,reach_in_cm,ape_index,stance,sig_striking_accuracy,takedown_accuracy
Freddy Vidal,4,1,0,5.0,0.8,190.5,203.2,1.0666666666666667,Orthodox,66.0,0.0
Mahamed Aly,4,1,0,5.0,0.8,187.96,198.12,1.054054054054054,Orthodox,66.0,0.0
Quemuel Ottoni,12,3,0,15.0,0.8,182.88,182.88,1.0,Orthodox,0.0,0.0
Rodrigo Lidio,12,3,0,15.0,0.8,180.34,185.42000000000002,1.028169014084507,Orthodox,50.0,0.0
Natan Levy,8,2,0,10.0,0.8,175.26,180.34,1.028985507246377,Southpaw,52.0,58.0
Harvey Park,12,3,0,15.0,0.8,182.88,177.8,0.9722222222222223,Orthodox,50.0,0.0
In Su Hwang,8,2,0,10.0,0.8,180.34,187.96,1.0422535211267605,Orthodox,46.0,0.0
Mashrabjon Ruzibaev,20,4,1,25.0,0.8,172.72,170.18,0.9852941176470589,Orthodox,0.0,0.0
Jamie Colleen,4,1,0,5.0,0.8,160.02,165.1,1.0317460317460316,Orthodox,61.0,33.0
Jorge Gonzalez,16,4,0,20.0,0.8,187.96,193.04,1.027027027027027,Orthodox,0.0,0.0
Solomon Renfro,8,2,0,10.0,0.8,175.26,182.88,1.0434782608695652,Switch,44.0,50.0
Luis Gomez,4,1,0,5.0,0.8,170.18,172.72,1.0149253731343284,Orthodox,33.0,50.0
Nick Maximov,8,2,0,10.0,0.8,182.88,193.04,1.0555555555555556,Southpaw,45.0,45.0
Justin Willis,8,2,0,10.0,0.8,185.42,198.12,1.0684931506849316,Southpaw,59.0,66.0
Terrance Saeteurn,8,2,0,10.0,0.8,167.64,170.18,1.0151515151515154,Orthodox,40.0,0.0
Tabatha Ricci,12,3,0,15.0,0.8,154.94,154.94,1.0,Orthodox,36.0,37.0
Drakkar Klose,16,3,1,20.0,0.8,175.26,177.8,1.0144927536231885,Orthodox,55.0,26.0
Stewart Nicoll,8,2,0,10.0,0.8,165.1,165.1,1.0,Orthodox,34.0,14.0
Lance Lawrence,4,1,0,5.0,0.8,185.42,187.96,1.0136986301369864,Orthodox,50.0,100.0
Royston Wee,4,1,0,5.0,0.8,170.18,170.18,1.0,Orthodox,60.0,81.0
Benardo Sopaj,12,3,0,15.0,0.8,167.64,167.64000000000001,1.0000000000000002,Orthodox,56.0,71.0
Vitor Costa,8,2,0,10.0,0.8,187.96,190.5,1.0135135135135134,Orthodox,54.0,0.0
Anthony Adams,8,2,0,10.0,0.8,185.42,193.04,1.0410958904109588,Orthodox,41.0,0.0
Orion Cosce,8,2,0,10.0,0.8,180.34,180.34,1.0,Switch,53.0,40.0
Tracy Cortez,12,3,0,15.0,0.8,165.1,165.1,1.0,Orthodox,48.0,46.0
Klaudia Sygula,8,2,0,10.0,0.8,172.72,175.26,1.0147058823529411,Orthodox,48.0,12.0
Carlos Mota,8,2,0,10.0,0.8,162.56,175.26,1.078125,Orthodox,41.0,0.0
Wagnney Fabiano,16,4,0,20.0,0.8,167.64,175.26,1.0454545454545454,Southpaw,38.0,64.0
Sergey Khandozhko,28,6,1,35.0,0.8,185.42,187.96,1.0136986301369864,Orthodox,41.0,28.0
Ivan Jorge,27,7,0,34.0,0.7941176470588235,175.26,185.42000000000002,1.0579710144927537,Orthodox,49.0,16.0
Juan Puerta,23,6,0,29.0,0.7931034482758621,175.26,180.34,1.028985507246377,Southpaw,39.0,100.0
Cristian Quinonez,19,5,0,24.0,0.7916666666666666,172.72,177.8,1.0294117647058825,Orthodox,43.0,55.0
Sergey Morozov,19,5,0,24.0,0.7916666666666666,167.64,170.18,1.0151515151515154,Orthodox,43.0,31.0
Ryan Jimmo,19,5,0,24.0,0.7916666666666666,185.42,185.42000000000002,1.0000000000000002,Orthodox,66.0,28.0
Gian Siqueira,19,5,0,24.0,0.7916666666666666,185.42,187.96,1.0136986301369864,Orthodox,100.0,0.0
Steve Garcia,19,5,0,24.0,0.7916666666666666,182.88,190.5,1.0416666666666667,Southpaw,49.0,40.0
Joilton Lutterbach,38,9,0,48.0,0.7916666666666666,185.42,190.5,1.0273972602739727,Orthodox,0.0,0.0
Ding Meng,34,9,0,43.0,0.7906976744186046,187.96,185.42000000000002,0.9864864864864865,Orthodox,50.0,50.0
Kaynan Kruschewsky,15,3,0,19.0,0.7894736842105263,182.88,185.42000000000002,1.013888888888889,Orthodox,50.0,100.0
Luan Chagas,15,3,1,19.0,0.7894736842105263,182.88,190.5,1.0416666666666667,Orthodox,47.0,12.0
Paulo Costa,15,4,0,19.0,0.7894736842105263,185.42,182.88,0.9863013698630138,Orthodox,58.0,50.0
Anthony Hernandez,15,3,0,19.0,0.7894736842105263,182.88,190.5,1.0416666666666667,Orthodox,60.0,48.0
Zhang Tiequan,15,4,0,19.0,0.7894736842105263,172.72,175.26,1.0147058823529411,Orthodox,36.0,58.0
Ariane Carnelossi,15,4,0,19.0,0.7894736842105263,157.48,154.94,0.9838709677419355,Orthodox,38.0,50.0
Daniel Zellhuber,15,4,0,19.0,0.7894736842105263,185.42,195.58,1.0547945205479454,Switch,38.0,25.0
Abdul-Kareem Al-Selwady,15,4,0,19.0,0.7894736842105263,172.72,175.26,1.0147058823529411,Orthodox,34.0,30.0
Roman Dolidze,15,4,0,19.0,0.7894736842105263,187.96,193.04,1.027027027027027,Orthodox,41.0,39.0
Tom Aspinall,15,3,0,19.0,0.7894736842105263,195.58,198.12,1.0129870129870129,Orthodox,67.0,80.0
Bogdan Grad,15,4,0,19.0,0.7894736842105263,172.72,177.8,1.0294117647058825,Orthodox,51.0,40.0
Jake O'Brien,15,4,0,19.0,0.7894736842105263,190.5,193.04,1.0133333333333332,Orthodox,31.0,54.0
Mike Russow,15,3,0,19.0,0.7894736842105263,185.42,185.42000000000002,1.0000000000000002,Orthodox,47.0,43.0
Brendan Allen,26,7,0,33.0,0.7878787878787878,187.96,190.5,1.0135135135135134,Orthodox,53.0,42.0
Melquizael Costa,26,7,0,33.0,0.7878787878787878,177.8,180.34,1.0142857142857142,Southpaw,49.0,40.0
Michinori Tanaka,11,3,0,14.0,0.7857142857142857,165.1,170.18,1.0307692307692309,Orthodox,37.0,38.0
Michael Aswell Jr.,11,3,0,14.0,0.7857142857142857,172.72,175.26,1.0147058823529411,Orthodox,45.0,0.0
Gabriella Fernandes,11,3,0,14.0,0.7857142857142857,167.64,167.64000000000001,1.0000000000000002,Southpaw,48.0,18.0
David Branch,22,6,0,28.0,0.7857142857142857,185.42,198.12,1.0684931506849316,Orthodox,39.0,32.0
Anthony Johnson,22,6,0,28.0,0.7857142857142857,187.96,198.12,1.054054054054054,Orthodox,47.0,57.0
Michael Trizano,11,3,0,14.0,0.7857142857142857,180.34,180.34,1.0,Orthodox,53.0,66.0
Glover Teixeira,33,9,0,42.0,0.7857142857142857,187.96,193.04,1.027027027027027,Orthodox,49.0,33.0
Conor McGregor,22,6,0,28.0,0.7857142857142857,175.26,187.96,1.0724637681159421,Southpaw,49.0,55.0
JeongYeong Lee,11,3,0,14.0,0.7857142857142857,177.8,185.42000000000002,1.042857142857143,Orthodox,49.0,66.0
Jimy Hettes,11,3,0,14.0,0.7857142857142857,175.26,180.34,1.028985507246377,Southpaw,57.0,44.0
Allan Nascimento,22,6,0,28.0,0.7857142857142857,172.72,175.26,1.0147058823529411,Orthodox,55.0,23.0
Carlo Pedersoli Jr.,11,3,0,14.0,0.7857142857142857,180.34,190.5,1.056338028169014,Southpaw,37.0,44.0
Ricardo Romero,11,3,0,14.0,0.7857142857142857,182.88,193.04,1.0555555555555556,Orthodox,55.0,10.0
Kyle Stewart,11,3,0,14.0,0.7857142857142857,182.88,193.04,1.0555555555555556,Orthodox,35.0,20.0
Mounir Lazzez,11,3,0,14.0,0.7857142857142857,185.42,193.04,1.0410958904109588,Orthodox,55.0,57.0
Michael Lombardo,11,2,0,14.0,0.7857142857142857,182.88,182.88,1.0,Orthodox,62.0,21.0
Victor Dias,11,3,0,14.0,0.7857142857142857,167.64,175.26,1.0454545454545454,Orthodox,44.0,41.0
Martin Bravo,11,3,0,14.0,0.7857142857142857,172.72,180.34,1.0441176470588236,Southpaw,39.0,35.0
Johnny Case,22,6,0,28.0,0.7857142857142857,177.8,182.88,1.0285714285714285,Orthodox,38.0,45.0
Tofiq Musayev,22,6,0,28.0,0.7857142857142857,175.26,175.26,1.0,Orthodox,33.0,0.0
Joshua Weems,11,3,0,14.0,0.7857142857142857,172.72,175.26,1.0147058823529411,Orthodox,64.0,40.0
Ahmad Hassanzada,11,3,0,14.0,0.7857142857142857,185.42,190.5,1.0273972602739727,Orthodox,39.0,19.0
Muslim Salikhov,22,6,0,28.0,0.7857142857142857,180.34,177.8,0.9859154929577465,Orthodox,49.0,32.0
Ken Cross,11,3,0,14.0,0.7857142857142857,182.88,182.88,1.0,Southpaw,57.0,12.0
Dustin Kimura,11,3,0,14.0,0.7857142857142857,170.18,180.34,1.0597014925373134,Orthodox,21.0,37.0
Nathaniel Wood,22,6,0,28.0,0.7857142857142857,167.64,175.26,1.0454545454545454,Orthodox,52.0,50.0
Dave Herman,22,6,0,28.0,0.7857142857142857,193.04,195.58,1.0131578947368423,Orthodox,60.0,100.0
Dong Hyun Kim,22,4,1,28.0,0.7857142857142857,187.96,193.04,1.027027027027027,Southpaw,49.0,43.0
Chad Griggs,11,3,0,14.0,0.7857142857142857,185.42,185.42000000000002,1.0000000000000002,Orthodox,50.0,66.0
Nazim Sadykhov,11,2,1,14.0,0.7857142857142857,177.8,175.26,0.9857142857142857,Southpaw,49.0,45.0
Cole Williams,11,3,0,14.0,0.7857142857142857,182.88,185.42000000000002,1.013888888888889,Orthodox,27.0,0.0
Rich Franklin,29,7,0,37.0,0.7837837837837838,185.42,193.04,1.0410958904109588,Southpaw,44.0,66.0
Douglas Silva de Andrade,29,7,0,37.0,0.7837837837837838,170.18,172.72,1.0149253731343284,Orthodox,38.0,42.0
TJ Dillashaw,18,5,0,23.0,0.782608695652174,167.64,170.18,1.0151515151515154,Orthodox,41.0,30.0
Sergio Pettis,18,5,0,23.0,0.782608695652174,167.64,175.26,1.0454545454545454,Orthodox,37.0,40.0
Said Nurmagomedov,18,5,0,23.0,0.782608695652174,172.72,177.8,1.0294117647058825,Orthodox,48.0,15.0
Claudia Gadelha,18,5,0,23.0,0.782608695652174,162.56,160.02,0.984375,Orthodox,41.0,42.0
Mark Striegl,18,4,0,23.0,0.782608695652174,172.72,177.8,1.0294117647058825,Southpaw,45.0,0.0
Sarah Kaufman,18,4,0,23.0,0.782608695652174,165.1,167.64000000000001,1.0153846153846156,Orthodox,46.0,57.0
Jakub Wiklacz,18,3,2,23.0,0.782608695652174,177.8,182.88,1.0285714285714285,Orthodox,44.0,0.0
Chris Fishgold,18,4,1,23.0,0.782608695652174,172.72,172.72,1.0,Orthodox,32.0,46.0
Philipe Lins,18,5,0,23.0,0.782608695652174,187.96,198.12,1.054054054054054,Orthodox,49.0,33.0
Chad Mendes,18,5,0,23.0,0.782608695652174,167.64,167.64000000000001,1.0000000000000002,Orthodox,49.0,55.0
Deiveson Figueiredo,25,6,1,32.0,0.78125,165.1,172.72,1.0461538461538462,Orthodox,53.0,35.0
Zak Cummings,25,7,0,32.0,0.78125,182.88,190.5,1.0416666666666667,Southpaw,35.0,28.0
Alexander Volkov,39,11,0,50.0,0.78,200.66,203.2,1.0126582278481013,Orthodox,57.0,66.0
Jack Congdon,7,2,0,9.0,0.7777777777777778,187.96,190.5,1.0135135135135134,Switch,35.0,0.0
Louis Cosce,7,2,0,9.0,0.7777777777777778,175.26,180.34,1.028985507246377,Orthodox,45.0,20.0
Alexander Soldatkin,14,4,0,18.0,0.7777777777777778,187.96,190.5,1.0135135135135134,Orthodox,60.0,50.0
Jason Jackson,7,2,0,9.0,0.7777777777777778,185.42,198.12,1.0684931506849316,Orthodox,48.0,0.0
Lisa Kyriacou,7,2,0,9.0,0.7777777777777778,165.1,162.56,0.9846153846153847,Orthodox,41.0,0.0
Livinha Souza,14,4,0,18.0,0.7777777777777778,160.02,160.02,1.0,Orthodox,45.0,45.0
Tereza Bleda,7,2,0,9.0,0.7777777777777778,175.26,180.34,1.028985507246377,Orthodox,51.0,22.0
Hamdy Abdelwahab,7,1,0,9.0,0.7777777777777778,187.96,182.88,0.9729729729729729,Southpaw,55.0,65.0
Abus Magomedov,28,7,1,36.0,0.7777777777777778,187.96,198.12,1.054054054054054,Orthodox,49.0,59.0
Jasmine Jasudavicius,14,4,0,18.0,0.7777777777777778,170.18,172.72,1.0149253731343284,Orthodox,45.0,44.0
Jason High,21,6,0,27.0,0.7777777777777778,172.72,185.42000000000002,1.073529411764706,Southpaw,42.0,63.0
YunSeong Jang,7,2,0,9.0,0.7777777777777778,182.88,182.88,1.0,Orthodox,41.0,50.0
Mando Gutierrez,7,2,0,9.0,0.7777777777777778,167.64,177.8,1.0606060606060608,Southpaw,75.0,100.0
Jansey Silva,7,2,0,9.0,0.7777777777777778,187.96,170.18,0.9054054054054054,Orthodox,40.0,0.0
Wataru Yamauchi,7,2,0,9.0,0.7777777777777778,167.64,172.72,1.0303030303030303,Orthodox,52.0,0.0
Lance Benoist,7,2,0,9.0,0.7777777777777778,180.34,182.88,1.0140845070422535,Southpaw,51.0,33.0
Mandel Nallo,14,3,0,18.0,0.7777777777777778,182.88,190.5,1.0416666666666667,Orthodox,62.0,0.0
Magomed Mustafaev,14,4,0,18.0,0.7777777777777778,172.72,180.34,1.0441176470588236,Orthodox,58.0,50.0
Vagner Rocha,14,4,0,18.0,0.7777777777777778,177.8,185.42000000000002,1.042857142857143,Orthodox,42.0,33.0
Jesse Lennox,14,4,0,18.0,0.7777777777777778,175.26,182.88,1.0434782608695652,Orthodox,32.0,66.0
Isaac Dulgarian,7,2,0,9.0,0.7777777777777778,170.18,180.34,1.0597014925373134,Orthodox,63.0,50.0
Eduardo Neves,7,2,0,9.0,0.7777777777777778,187.96,198.12,1.054054054054054,Orthodox,65.0,66.0
Terrence Mitchell,14,4,0,18.0,0.7777777777777778,177.8,187.96,1.0571428571428572,Orthodox,34.0,50.0
Val Woodburn,7,2,0,9.0,0.7777777777777778,172.72,187.96,1.0882352941176472,Orthodox,35.0,100.0
Cesar Almeida,7,2,0,9.0,0.7777777777777778,185.42,187.96,1.0136986301369864,Orthodox,58.0,0.0
Mikey Gonzalez,7,2,0,9.0,0.7777777777777778,180.34,187.96,1.0422535211267605,Orthodox,16.0,0.0
Claudio Silva,14,4,0,18.0,0.7777777777777778,180.34,180.34,1.0,Southpaw,42.0,26.0
Desmond Torres,7,2,0,9.0,0.7777777777777778,167.64,175.26,1.0454545454545454,Orthodox,64.0,0.0
Tomasz Drwal,21,5,1,27.0,0.7777777777777778,185.42,193.04,1.0410958904109588,Orthodox,38.0,60.0
Jared Rosholt,14,4,0,18.0,0.7777777777777778,187.96,190.5,1.0135135135135134,Orthodox,46.0,41.0
Anshul Jubli,7,2,0,9.0,0.7777777777777778,182.88,175.26,0.9583333333333333,Switch,46.0,18.0
Melissa Mullins,7,2,0,9.0,0.7777777777777778,170.18,172.72,1.0149253731343284,Orthodox,50.0,42.0
Nayara Maia,7,1,1,9.0,0.7777777777777778,165.1,167.64000000000001,1.0153846153846156,Orthodox,36.0,33.0
Davi Bittencourt,14,4,0,18.0,0.7777777777777778,165.1,165.1,1.0,Orthodox,66.0,33.0
Nick Aguirre,7,2,0,9.0,0.7777777777777778,175.26,187.96,1.0724637681159421,Southpaw,33.0,20.0
Abdellah Er-Ramy,7,2,0,9.0,0.7777777777777778,182.88,187.96,1.027777777777778,Orthodox,0.0,0.0
Oliver Enkamp,7,2,0,9.0,0.7777777777777778,182.88,195.58,1.0694444444444446,Switch,36.0,16.0
Tony Johnson,7,2,0,9.0,0.7777777777777778,187.96,193.04,1.027027027027027,Orthodox,92.0,0.0
Alexander Munoz,7,2,0,9.0,0.7777777777777778,175.26,182.88,1.0434782608695652,Switch,42.0,40.0
Sim Kai Xiong,7,2,0,9.0,0.7777777777777778,167.64,170.18,1.0151515151515154,Orthodox,42.0,25.0
Richie Santiago,7,2,0,9.0,0.7777777777777778,170.18,170.18,1.0,Southpaw,49.0,0.0
Joseph Benavidez,28,8,0,36.0,0.7777777777777778,162.56,165.1,1.015625,Southpaw,34.0,30.0
Hector Sandoval,14,4,0,18.0,0.7777777777777778,157.48,162.56,1.032258064516129,Orthodox,52.0,25.0
Leon Shahbazyan,7,2,0,9.0,0.7777777777777778,193.04,187.96,0.9736842105263158,Orthodox,52.0,50.0
Talita Alencar,7,1,1,9.0,0.7777777777777778,154.94,147.32,0.9508196721311475,Orthodox,37.0,26.0
Ibo Aslan,14,4,0,18.0,0.7777777777777778,190.5,195.58,1.0266666666666668,Orthodox,48.0,0.0
Kai Asakura,21,6,0,27.0,0.7777777777777778,172.72,175.26,1.0147058823529411,Orthodox,32.0,0.0
Luke Zachrich,14,4,0,18.0,0.7777777777777778,187.96,187.96,1.0,Orthodox,32.0,33.0
Robert Whiteford,14,4,0,18.0,0.7777777777777778,175.26,175.26,1.0,Southpaw,46.0,30.0
Nick Ring,14,4,0,18.0,0.7777777777777778,182.88,187.96,1.027777777777778,Southpaw,42.0,36.0
Chance Rencountre,14,4,0,18.0,0.7777777777777778,187.96,190.5,1.0135135135135134,Southpaw,20.0,26.0
Shauna Bannon,7,2,0,9.0,0.7777777777777778,165.1,165.1,1.0,Switch,43.0,0.0
Murtaza Talha,7,2,0,9.0,0.7777777777777778,182.88,187.96,1.027777777777778,Orthodox,57.0,0.0
Scott Askham,14,4,0,18.0,0.7777777777777778,190.5,190.5,1.0,Southpaw,46.0,18.0
Djani Barbir,7,1,0,9.0,0.7777777777777778,190.5,200.66,1.0533333333333332,Orthodox,40.0,0.0
Donovan Beard,7,2,0,9.0,0.7777777777777778,187.96,198.12,1.054054054054054,Orthodox,0.0,0.0
Lara Procopio,7,2,0,9.0,0.7777777777777778,162.56,170.18,1.046875,Orthodox,58.0,47.0
Jack Jenkins,14,4,0,18.0,0.7777777777777778,170.18,172.72,1.0149253731343284,Switch,61.0,60.0
Denzel Freeman,7,2,0,9.0,0.7777777777777778,185.42,195.58,1.0547945205479454,Southpaw,56.0,0.0
Vinicius Cenci,7,2,0,9.0,0.7777777777777778,185.42,187.96,1.0136986301369864,Orthodox,48.0,50.0
Julius Walker,7,2,0,9.0,0.7777777777777778,193.04,198.12,1.0263157894736843,Orthodox,53.0,38.0
Raheam Forest,7,2,0,9.0,0.7777777777777778,180.34,185.42000000000002,1.028169014084507,Switch,38.0,0.0
Cole Smith,7,2,0,9.0,0.7777777777777778,180.34,170.18,0.943661971830986,Orthodox,35.0,33.0
Santiago Ponzinibbio,31,9,0,40.0,0.775,182.88,185.42000000000002,1.013888888888889,Orthodox,41.0,27.0
John Lineker,31,9,0,40.0,0.775,160.02,170.18,1.0634920634920635,Orthodox,40.0,58.0
Benson Henderson,24,7,0,31.0,0.7741935483870968,175.26,177.8,1.0144927536231885,Southpaw,45.0,45.0
Kevin Aguilar,17,5,0,22.0,0.7727272727272727,170.18,185.42000000000002,1.0895522388059702,Orthodox,40.0,16.0
Curtis Millender,17,5,0,22.0,0.7727272727272727,187.96,193.04,1.027027027027027,Orthodox,46.0,100.0
Cathal Pendred,17,4,1,22.0,0.7727272727272727,185.42,190.5,1.0273972602739727,Orthodox,44.0,23.0
Abubakar Nurmagomedov,17,4,1,22.0,0.7727272727272727,180.34,182.88,1.0140845070422535,Orthodox,53.0,22.0
Deividas Taurosevicius,17,5,0,22.0,0.7727272727272727,175.26,172.72,0.9855072463768116,Southpaw,43.0,28.0
Karlos Vemola,17,5,0,22.0,0.7727272727272727,182.88,190.5,1.0416666666666667,Orthodox,44.0,25.0
Ronny Markes,17,5,0,22.0,0.7727272727272727,185.42,190.5,1.0273972602739727,Orthodox,53.0,40.0
Renan Barao,34,9,0,44.0,0.7727272727272727,167.64,177.8,1.0606060606060608,Orthodox,36.0,41.0
Nassourdine Imavov,17,4,0,22.0,0.7727272727272727,190.5,190.5,1.0,Orthodox,54.0,32.0
Phil Davis,17,4,0,22.0,0.7727272727272727,187.96,200.66,1.0675675675675675,Orthodox,34.0,38.0
Kyle Daukaus,17,4,0,22.0,0.7727272727272727,187.96,193.04,1.027027027027027,Southpaw,53.0,25.0
Colby Covington,17,5,0,22.0,0.7727272727272727,180.34,182.88,1.0140845070422535,Orthodox,38.0,42.0
Vladimir Matyushenko,27,8,0,35.0,0.7714285714285715,182.88,187.96,1.027777777777778,Orthodox,44.0,46.0
Max Holloway,27,8,0,35.0,0.7714285714285715,180.34,175.26,0.9718309859154929,Orthodox,48.0,53.0
Diego Lopes,27,8,0,35.0,0.7714285714285715,180.34,182.88,1.0140845070422535,Orthodox,47.0,50.0
Renato Sobral,37,11,0,48.0,0.7708333333333334,185.42,190.5,1.0273972602739727,Orthodox,45.0,42.0
Brian Bowles,10,3,0,13.0,0.7692307692307693,170.18,177.8,1.0447761194029852,Orthodox,26.0,70.0
Caio Magalhaes,10,3,0,13.0,0.7692307692307693,185.42,185.42000000000002,1.0000000000000002,Orthodox,40.0,15.0
Ismael Bonfim,20,6,0,26.0,0.7692307692307693,172.72,180.34,1.0441176470588236,Orthodox,54.0,33.0
Angad Bisht,10,3,0,13.0,0.7692307692307693,170.18,170.18,1.0,Orthodox,51.0,37.0
Matheus Camilo,10,3,0,13.0,0.7692307692307693,177.8,175.26,0.9857142857142857,Orthodox,43.0,53.0
Saidyokub Kakhramonov,10,3,0,13.0,0.7692307692307693,172.72,175.26,1.0147058823529411,Orthodox,51.0,48.0
Aleksei Oleinik,60,17,1,78.0,0.7692307692307693,187.96,203.2,1.081081081081081,Orthodox,48.0,46.0
AJ Fletcher,10,3,0,13.0,0.7692307692307693,177.8,170.18,0.9571428571428571,Switch,49.0,35.0
Ryan Janes,10,3,0,13.0,0.7692307692307693,190.5,193.04,1.0133333333333332,Orthodox,48.0,100.0
Issa Isakov,10,3,0,13.0,0.7692307692307693,175.26,177.8,1.0144927536231885,Orthodox,36.0,0.0
Mateus Mendonca,10,3,0,13.0,0.7692307692307693,167.64,180.34,1.075757575757576,Orthodox,40.0,27.0
Billy Pasulatan,10,3,0,13.0,0.7692307692307693,165.1,167.64000000000001,1.0153846153846156,Switch,20.0,0.0
Demba Seck,10,3,0,13.0,0.7692307692307693,185.42,187.96,1.0136986301369864,Orthodox,40.0,0.0
Christien Savoie,10,2,1,13.0,0.7692307692307693,180.34,182.88,1.0140845070422535,Orthodox,45.0,0.0
Justin Frazier,10,3,0,13.0,0.7692307692307693,182.88,190.5,1.0416666666666667,Southpaw,66.0,0.0
Aaron Jeffery,10,3,0,13.0,0.7692307692307693,187.96,185.42000000000002,0.9864864864864865,Orthodox,45.0,0.0
Sandra Lavado,10,3,0,13.0,0.7692307692307693,170.18,167.64000000000001,0.9850746268656717,Orthodox,37.0,0.0
David Dvorak,20,6,0,26.0,0.7692307692307693,165.1,172.72,1.0461538461538462,Orthodox,43.0,30.0
Genaro Valdez,10,3,0,13.0,0.7692307692307693,175.26,182.88,1.0434782608695652,Orthodox,30.0,44.0
Natalia Silva,20,5,1,26.0,0.7692307692307693,162.56,165.1,1.015625,Southpaw,45.0,30.0
Roque Conceicao,10,3,0,13.0,0.7692307692307693,162.56,170.18,1.046875,Orthodox,40.0,0.0
Bruno Souza,10,3,0,13.0,0.7692307692307693,177.8,177.8,1.0,Orthodox,39.0,16.0
Luis Gurule,10,3,0,13.0,0.7692307692307693,165.1,162.56,0.9846153846153847,Orthodox,40.0,14.0
Ramazan Emeev,20,6,0,26.0,0.7692307692307693,177.8,193.04,1.0857142857142856,Southpaw,45.0,29.0
Michael Bisping,30,9,0,39.0,0.7692307692307693,185.42,190.5,1.0273972602739727,Orthodox,38.0,43.0
Timmy Cuamba,10,3,0,13.0,0.7692307692307693,175.26,180.34,1.028985507246377,Orthodox,44.0,31.0
Bolaji Oki,10,3,0,13.0,0.7692307692307693,177.8,185.42000000000002,1.042857142857143,Orthodox,44.0,60.0
Shinsho Anzai,10,3,0,13.0,0.7692307692307693,170.18,177.8,1.0447761194029852,Orthodox,58.0,16.0
Ozzy Diaz,10,3,0,13.0,0.7692307692307693,193.04,200.66,1.0394736842105263,Orthodox,50.0,0.0
Jon Fitch,30,7,1,39.0,0.7692307692307693,182.88,187.96,1.027777777777778,Orthodox,50.0,51.0
Gauge Young,10,3,0,13.0,0.7692307692307693,175.26,177.8,1.0144927536231885,Orthodox,51.0,30.0
Mitch Raposo,10,3,0,13.0,0.7692307692307693,165.1,162.56,0.9846153846153847,Switch,36.0,37.0
Marcin Held,23,7,0,30.0,0.7666666666666667,175.26,180.34,1.028985507246377,Orthodox,34.0,46.0
Jay Hieron,23,7,0,30.0,0.7666666666666667,182.88,190.5,1.0416666666666667,Orthodox,32.0,60.0
Carlos Leal,23,7,0,30.0,0.7666666666666667,180.34,187.96,1.0422535211267605,Orthodox,47.0,11.0
Hacran Dias,23,6,1,30.0,0.7666666666666667,172.72,175.26,1.0147058823529411,Orthodox,41.0,39.0
Norman Parke,23,6,1,30.0,0.7666666666666667,180.34,177.8,0.9859154929577465,Southpaw,35.0,26.0
Carlos Prates,23,7,0,30.0,0.7666666666666667,185.42,198.12,1.0684931506849316,Switch,55.0,100.0
Jinensibieke Asikeerbai,36,11,0,47.0,0.7659574468085106,167.64,175.26,1.0454545454545454,Orthodox,50.0,0.0
Punahele Soriano,13,4,0,17.0,0.7647058823529411,180.34,182.88,1.0140845070422535,Southpaw,53.0,51.0
Josh Samman,13,4,0,17.0,0.7647058823529411,190.5,200.66,1.0533333333333332,Orthodox,52.0,33.0
Shayilan Nuerdanbieke,39,12,0,51.0,0.7647058823529411,172.72,175.26,1.0147058823529411,Orthodox,45.0,35.0
Jim Alers,13,3,0,17.0,0.7647058823529411,175.26,180.34,1.028985507246377,Orthodox,40.0,41.0
Chad Laprise,13,4,0,17.0,0.7647058823529411,177.8,180.34,1.0142857142857142,Orthodox,42.0,54.0
Jiniushiyue,13,4,0,17.0,0.7647058823529411,167.64,172.72,1.0303030303030303,Southpaw,41.0,28.0
Darko Stosic,13,4,0,17.0,0.7647058823529411,182.88,193.04,1.0555555555555556,Orthodox,45.0,50.0
Muhammad Naimov,13,4,0,17.0,0.7647058823529411,175.26,177.8,1.0144927536231885,Orthodox,40.0,30.0
Mark Godbeer,13,4,0,17.0,0.7647058823529411,193.04,195.58,1.0131578947368423,Orthodox,53.0,0.0
Ante Delija,26,8,0,34.0,0.7647058823529411,190.5,198.12,1.04,Orthodox,38.0,0.0
Daniel Kelly,13,4,0,17.0,0.7647058823529411,182.88,177.8,0.9722222222222223,Southpaw,38.0,34.0
Mike Budnik,13,4,0,17.0,0.7647058823529411,175.26,172.72,0.9855072463768116,Orthodox,52.0,0.0
Jordan Vucenic,13,4,0,17.0,0.7647058823529411,177.8,185.42000000000002,1.042857142857143,Orthodox,45.0,14.0
Leonardo Mafra,13,4,0,17.0,0.7647058823529411,177.8,177.8,1.0,Orthodox,48.0,83.0
Billy Evangelista,13,3,0,17.0,0.7647058823529411,172.72,172.72,1.0,Orthodox,40.0,19.0
Luke Barnatt,13,4,0,17.0,0.7647058823529411,198.12,195.58,0.9871794871794872,Orthodox,36.0,42.0
Jeremy Horn,91,22,5,119.0,0.7647058823529411,185.42,187.96,1.0136986301369864,Orthodox,39.0,38.0
Darrell Horcher,13,4,0,17.0,0.7647058823529411,177.8,177.8,1.0,Southpaw,44.0,50.0
Jeremy Horn,91,22,5,119.0,0.7647058823529411,185.42,187.96,1.0136986301369864,Orthodox,39.0,38.0
Mirsad Bektic,13,4,0,17.0,0.7647058823529411,172.72,177.8,1.0294117647058825,Orthodox,41.0,52.0
