name,wins,losses,draws,total_fights,win_rate,height_cm,reach_in_cm,ape_index,stance,sig_striking_accuracy,takedown_accuracy
Tim Means,33,17,1,52.0,0.6346153846153846,187.96,190.5,1.0135135135135134,Orthodox,49.0,40.0
Luigi Fioravanti,26,15,0,41.0,0.6341463414634146,172.72,177.8,1.0294117647058825,Orthodox,42.0,63.0
Vitor Belfort,26,14,0,41.0,0.6341463414634146,182.88,187.96,1.027777777777778,Southpaw,46.0,60.0
Jessica Andrade,26,15,0,41.0,0.6341463414634146,154.94,157.48,1.0163934426229508,Orthodox,48.0,54.0
Anthony Smith,38,22,0,60.0,0.6333333333333333,193.04,193.04,1.0,Orthodox,49.0,22.0
Steven Peterson,19,11,0,30.0,0.6333333333333333,177.8,177.8,1.0,Orthodox,40.0,26.0
Clay Guida,38,22,0,60.0,0.6333333333333333,170.18,177.8,1.0447761194029852,Orthodox,33.0,35.0
Cyrille Diabate,19,10,1,30.0,0.6333333333333333,198.12,205.74,1.0384615384615385,Southpaw,71.0,83.0
Dan Ige,19,11,0,30.0,0.6333333333333333,170.18,180.34,1.0597014925373134,Orthodox,45.0,26.0
Marvin Vettori,19,10,1,30.0,0.6333333333333333,182.88,187.96,1.027777777777778,Southpaw,45.0,43.0
Randy Couture,19,11,0,30.0,0.6333333333333333,185.42,190.5,1.0273972602739727,Orthodox,57.0,46.0
Alex Morono,24,13,0,38.0,0.631578947368421,180.34,182.88,1.0140845070422535,Orthodox,39.0,24.0
Dustin Hazelett,12,7,0,19.0,0.631578947368421,185.42,193.04,1.0410958904109588,Orthodox,40.0,50.0
Akira Corassani,12,6,0,19.0,0.631578947368421,172.72,172.72,1.0,Orthodox,45.0,28.0
Michael Imperato,12,7,0,19.0,0.631578947368421,170.18,167.64000000000001,0.9850746268656717,Switch,48.0,12.0
Drew McFedries,12,7,0,19.0,0.631578947368421,182.88,182.88,1.0,Southpaw,51.0,100.0
Shohei Nose,12,5,2,19.0,0.631578947368421,167.64,172.72,1.0303030303030303,Switch,37.0,17.0
Willie Gates,12,7,0,19.0,0.631578947368421,172.72,182.88,1.0588235294117647,Orthodox,38.0,0.0
Chris Clements,12,6,0,19.0,0.631578947368421,177.8,177.8,1.0,Orthodox,49.0,0.0
Chris Daukaus,12,7,0,19.0,0.631578947368421,190.5,193.04,1.0133333333333332,Orthodox,50.0,0.0
Gustavo Lopez,12,6,1,19.0,0.631578947368421,165.1,170.18,1.0307692307692309,Orthodox,40.0,41.0
Edson Barboza,24,14,0,38.0,0.631578947368421,180.34,190.5,1.056338028169014,Orthodox,44.0,50.0
Roger Bowling,12,6,0,19.0,0.631578947368421,175.26,172.72,0.9855072463768116,Orthodox,47.0,43.0
Chase Beebe,24,13,1,38.0,0.631578947368421,170.18,170.18,1.0,Orthodox,38.0,42.0
Philip De Fries,12,6,0,19.0,0.631578947368421,195.58,200.66,1.025974025974026,Orthodox,47.0,42.0
Dan Hooker,24,14,0,38.0,0.631578947368421,182.88,190.5,1.0416666666666667,Switch,48.0,33.0
Charlie Valencia,12,7,0,19.0,0.631578947368421,160.02,162.56,1.0158730158730158,Orthodox,37.0,53.0
Hiromitsu Miura,12,7,0,19.0,0.631578947368421,175.26,180.34,1.028985507246377,Orthodox,34.0,50.0
Kevin Burns,12,7,0,19.0,0.631578947368421,177.8,187.96,1.0571428571428572,Orthodox,38.0,50.0
Justin Salas,12,7,0,19.0,0.631578947368421,172.72,177.8,1.0294117647058825,Southpaw,43.0,20.0
Antonio Trocoli,12,6,0,19.0,0.631578947368421,195.58,203.2,1.0389610389610389,Orthodox,50.0,10.0
Roosevelt Roberts,12,6,0,19.0,0.631578947368421,187.96,185.42000000000002,0.9864864864864865,Orthodox,43.0,26.0
Brendson Ribeiro,17,9,0,27.0,0.6296296296296297,190.5,205.74,1.08,Orthodox,42.0,42.0
Oli Thompson,17,10,0,27.0,0.6296296296296297,185.42,190.5,1.0273972602739727,Orthodox,46.0,0.0
Cody Durden,17,9,1,27.0,0.6296296296296297,170.18,170.18,1.0,Southpaw,44.0,47.0
Danny Castillo,17,10,0,27.0,0.6296296296296297,175.26,180.34,1.028985507246377,Orthodox,42.0,38.0
Westin Wilson,17,10,0,27.0,0.6296296296296297,185.42,185.42000000000002,1.0000000000000002,Southpaw,31.0,16.0
Ilir Latifi,17,9,0,27.0,0.6296296296296297,177.8,185.42000000000002,1.042857142857143,Orthodox,45.0,35.0
Stephen Thompson,17,9,1,27.0,0.6296296296296297,182.88,190.5,1.0416666666666667,Orthodox,46.0,35.0
Eryk Anders,17,9,0,27.0,0.6296296296296297,185.42,190.5,1.0273972602739727,Southpaw,48.0,24.0
Kuya Ito,17,9,1,27.0,0.6296296296296297,165.1,167.64000000000001,1.0153846153846156,Orthodox,39.0,0.0
Austin Hubbard,17,10,0,27.0,0.6296296296296297,177.8,180.34,1.0142857142857142,Orthodox,42.0,28.0
Nate Diaz,22,13,0,35.0,0.6285714285714286,182.88,193.04,1.0555555555555556,Southpaw,45.0,30.0
Jason Dent,22,13,0,35.0,0.6285714285714286,177.8,180.34,1.0142857142857142,Orthodox,39.0,0.0
Ryo Chonan,22,13,0,35.0,0.6285714285714286,175.26,177.8,1.0144927536231885,Orthodox,43.0,41.0
Bojan Mihajlovic,10,6,0,16.0,0.625,180.34,185.42000000000002,1.028169014084507,Orthodox,35.0,0.0
Chris de la Rocha,5,3,0,8.0,0.625,190.5,203.2,1.0666666666666667,Orthodox,45.0,30.0
Juan Adams,5,3,0,8.0,0.625,195.58,203.2,1.0389610389610389,Orthodox,55.0,66.0
Darren Uyenoyama,10,6,0,16.0,0.625,167.64,165.1,0.9848484848484849,Orthodox,39.0,33.0
Abel Trujillo,15,8,0,24.0,0.625,172.72,177.8,1.0294117647058825,Orthodox,41.0,45.0
Ange Loosa,10,5,0,16.0,0.625,177.8,187.96,1.0571428571428572,Orthodox,46.0,39.0
Yancy Medeiros,15,8,0,24.0,0.625,177.8,190.5,1.0714285714285714,Orthodox,37.0,50.0
Alex Karalexis,10,6,0,16.0,0.625,172.72,167.64000000000001,0.9705882352941178,Orthodox,42.0,45.0
Damian Stasiak,10,6,0,16.0,0.625,165.1,177.8,1.076923076923077,Orthodox,36.0,35.0
Adam Fugitt,10,6,0,16.0,0.625,185.42,195.58,1.0547945205479454,Southpaw,46.0,22.0
Marcus Buchecha,5,2,1,8.0,0.625,187.96,195.58,1.0405405405405406,Orthodox,49.0,16.0
Carlos Huachin,10,5,1,16.0,0.625,162.56,170.18,1.046875,Southpaw,21.0,0.0
Jalin Turner,15,9,0,24.0,0.625,190.5,195.58,1.0266666666666668,Southpaw,48.0,55.0
Luis Henrique,10,5,0,16.0,0.625,187.96,187.96,1.0,Orthodox,43.0,36.0
Nicco Montano,5,3,0,8.0,0.625,165.1,165.1,1.0,Southpaw,41.0,54.0
Cameron Else,10,6,0,16.0,0.625,175.26,180.34,1.028985507246377,Switch,40.0,0.0
Alvin Robinson,15,9,0,24.0,0.625,175.26,172.72,0.9855072463768116,Southpaw,50.0,50.0
Pedro Munhoz,20,10,0,32.0,0.625,167.64,165.1,0.9848484848484849,Orthodox,41.0,16.0
Kiefer Crosbie,10,6,0,16.0,0.625,180.34,177.8,0.9859154929577465,Switch,64.0,0.0
Misha Cirkunov,15,9,0,24.0,0.625,190.5,195.58,1.0266666666666668,Orthodox,51.0,39.0
Bharat Kandare,5,3,0,8.0,0.625,170.18,182.88,1.0746268656716418,Orthodox,10.0,0.0
Kevin Ferguson,5,2,0,8.0,0.625,187.96,195.58,1.0405405405405406,Orthodox,50.0,72.0
Christos Giagos,20,12,0,32.0,0.625,177.8,180.34,1.0142857142857142,Orthodox,41.0,36.0
Leah Letson,5,3,0,8.0,0.625,170.18,180.34,1.0597014925373134,Southpaw,41.0,50.0
Irwin Rivera,10,6,0,16.0,0.625,167.64,170.18,1.0151515151515154,Southpaw,44.0,16.0
Veronica Hardy,10,5,1,16.0,0.625,162.56,162.56,1.0,Southpaw,45.0,41.0
Yoshiro Maeda,35,16,5,56.0,0.625,170.18,172.72,1.0149253731343284,Southpaw,33.0,51.0
Jeff Hougland,10,6,0,16.0,0.625,170.18,172.72,1.0149253731343284,Orthodox,48.0,18.0
Lauren Mueller,5,3,0,8.0,0.625,165.1,170.18,1.0307692307692309,Orthodox,41.0,50.0
Brandon Jenkins,15,9,0,24.0,0.625,182.88,180.34,0.9861111111111112,Switch,41.0,0.0
Frank Gomez,10,6,0,16.0,0.625,177.8,170.18,0.9571428571428571,Orthodox,48.0,60.0
Fredson Paixao,10,5,0,16.0,0.625,167.64,167.64000000000001,1.0000000000000002,Orthodox,54.0,11.0
Kron Gracie,5,3,0,8.0,0.625,175.26,177.8,1.0144927536231885,Southpaw,42.0,25.0
Mark Hominick,20,12,0,32.0,0.625,172.72,172.72,1.0,Orthodox,42.0,66.0
Jesse Strader,5,3,0,8.0,0.625,170.18,177.8,1.0447761194029852,Orthodox,51.0,57.0
Travis Lutter,10,6,0,16.0,0.625,180.34,190.5,1.056338028169014,Orthodox,32.0,24.0
Galore Bofando,5,3,0,8.0,0.625,180.34,182.88,1.0140845070422535,Switch,45.0,100.0
Nate Marquardt,35,19,2,56.0,0.625,182.88,187.96,1.027777777777778,Orthodox,49.0,51.0
Tai Tuivasa,15,9,0,24.0,0.625,187.96,190.5,1.0135135135135134,Southpaw,48.0,0.0
Daniel Sarafian,10,6,0,16.0,0.625,175.26,185.42000000000002,1.0579710144927537,Orthodox,46.0,7.0
Antonio Banuelos,20,11,1,32.0,0.625,165.1,160.02,0.9692307692307693,Orthodox,33.0,62.0
Journey Newson,10,5,0,16.0,0.625,165.1,170.18,1.0307692307692309,Orthodox,32.0,16.0
Darian Weeks,5,3,0,8.0,0.625,180.34,182.88,1.0140845070422535,Orthodox,51.0,30.0
Paula Luna,5,3,0,8.0,0.625,157.48,157.48,1.0,Orthodox,50.0,0.0
Max Griffin,20,12,0,32.0,0.625,180.34,193.04,1.0704225352112675,Orthodox,47.0,40.0
Daniel Jolly,5,3,0,8.0,0.625,185.42,190.5,1.0273972602739727,Orthodox,46.0,33.0
Cameron VanCamp,15,7,1,24.0,0.625,187.96,187.96,1.0,Switch,47.0,0.0
Jerome Rivera,10,6,0,16.0,0.625,177.8,182.88,1.0285714285714285,Southpaw,33.0,0.0
Stephan Bonnar,15,9,0,24.0,0.625,193.04,200.66,1.0394736842105263,Orthodox,38.0,40.0
Anthony Hamilton,15,9,0,24.0,0.625,195.58,193.04,0.9870129870129869,Orthodox,65.0,42.0
Rafael Alves,20,12,0,32.0,0.625,172.72,172.72,1.0,Orthodox,48.0,25.0
Dylan Potter,10,6,0,16.0,0.625,187.96,195.58,1.0405405405405406,Switch,48.0,0.0
Sam Alvey,33,18,1,53.0,0.6226415094339622,187.96,190.5,1.0135135135135134,Southpaw,44.0,14.0
Heath Herring,28,16,0,45.0,0.6222222222222222,193.04,198.12,1.0263157894736843,Orthodox,50.0,50.0
Joshua Burkman,28,16,0,45.0,0.6222222222222222,177.8,182.88,1.0285714285714285,Orthodox,43.0,36.0
Kajan Johnson,23,13,1,37.0,0.6216216216216216,180.34,190.5,1.056338028169014,Orthodox,42.0,37.0
Court McGee,23,14,0,37.0,0.6216216216216216,180.34,190.5,1.056338028169014,Orthodox,36.0,24.0
Uriah Hall,18,11,0,29.0,0.6206896551724138,182.88,200.66,1.0972222222222223,Orthodox,48.0,38.0
Daron Cruickshank,18,10,0,29.0,0.6206896551724138,172.72,182.88,1.0588235294117647,Switch,38.0,41.0
Frank Mir,18,11,0,29.0,0.6206896551724138,190.5,200.66,1.0533333333333332,Southpaw,47.0,40.0
Chris Wilson,18,10,0,29.0,0.6206896551724138,185.42,190.5,1.0273972602739727,Orthodox,50.0,50.0
Carlo Prater,31,18,1,50.0,0.62,180.34,182.88,1.0140845070422535,Switch,47.0,9.0
Chad Anheliger,13,8,0,21.0,0.6190476190476191,167.64,162.56,0.9696969696969698,Orthodox,46.0,30.0
Polyana Viana,13,8,0,21.0,0.6190476190476191,165.1,170.18,1.0307692307692309,Orthodox,40.0,33.0
Dinis Paiva Jr.,13,8,0,21.0,0.6190476190476191,175.26,180.34,1.028985507246377,Southpaw,41.0,0.0
Shane Young,13,8,0,21.0,0.6190476190476191,172.72,182.88,1.0588235294117647,Orthodox,40.0,18.0
John Allan,13,7,0,21.0,0.6190476190476191,185.42,190.5,1.0273972602739727,Orthodox,42.0,71.0
Cezar Ferreira,13,8,0,21.0,0.6190476190476191,185.42,198.12,1.0684931506849316,Southpaw,42.0,53.0
Austen Lane,13,7,0,21.0,0.6190476190476191,198.12,203.2,1.0256410256410255,Orthodox,50.0,28.0
Rodney Wallace,26,15,1,42.0,0.6190476190476191,175.26,182.88,1.0434782608695652,Switch,46.0,54.0
Priscila Cachoeira,13,8,0,21.0,0.6190476190476191,170.18,165.1,0.9701492537313432,Orthodox,44.0,40.0
Andre Soukhamthath,13,8,0,21.0,0.6190476190476191,175.26,177.8,1.0144927536231885,Orthodox,44.0,53.0
Hyun Gyu Lim,13,7,1,21.0,0.6190476190476191,190.5,195.58,1.0266666666666668,Orthodox,41.0,100.0
Naoyuki Kotani,34,14,7,55.0,0.6181818181818182,172.72,167.64000000000001,0.9705882352941178,Southpaw,31.0,16.0
Andre Winner,21,11,2,34.0,0.6176470588235294,180.34,185.42000000000002,1.028169014084507,Orthodox,33.0,0.0
Kazuhiro Nakamura,21,13,0,34.0,0.6176470588235294,180.34,177.8,0.9859154929577465,Orthodox,37.0,36.0
Jesse Ronson,21,12,0,34.0,0.6176470588235294,177.8,177.8,1.0,Southpaw,47.0,28.0
Morgan Charriere,21,12,1,34.0,0.6176470588235294,172.72,175.26,1.0147058823529411,Orthodox,50.0,46.0
Mac Danzig,21,12,1,34.0,0.6176470588235294,172.72,177.8,1.0294117647058825,Orthodox,48.0,37.0
Tim Boetsch,21,13,0,34.0,0.6176470588235294,182.88,187.96,1.027777777777778,Orthodox,50.0,34.0
Gesias Cavalcante,21,10,1,34.0,0.6176470588235294,172.72,180.34,1.0441176470588236,Orthodox,35.0,36.0
Tim Hague,21,13,0,34.0,0.6176470588235294,193.04,193.04,1.0,Orthodox,47.0,33.0
Takeya Mizugaki,21,11,2,34.0,0.6176470588235294,170.18,175.26,1.0298507462686566,Orthodox,37.0,57.0
Alex Serdyukov,8,5,0,13.0,0.6153846153846154,187.96,187.96,1.0,Orthodox,48.0,55.0
Charalampos Grigoriou,8,5,0,13.0,0.6153846153846154,170.18,170.18,1.0,Orthodox,48.0,80.0
Miki Motono,8,5,0,13.0,0.6153846153846154,157.48,160.02,1.0161290322580647,Southpaw,27.0,30.0
Kyle Bochniak,8,5,0,13.0,0.6153846153846154,170.18,177.8,1.0447761194029852,Orthodox,31.0,15.0
Christian Wellisch,8,5,0,13.0,0.6153846153846154,187.96,195.58,1.0405405405405406,Orthodox,27.0,42.0
Caio Machado,8,4,1,13.0,0.6153846153846154,193.04,198.12,1.0263157894736843,Southpaw,53.0,0.0
Kai Kamaka,8,4,1,13.0,0.6153846153846154,170.18,175.26,1.0298507462686566,Orthodox,57.0,58.0
Lucas Alexander,8,5,0,13.0,0.6153846153846154,180.34,185.42000000000002,1.028169014084507,Orthodox,57.0,0.0
Jose Johnson,16,10,0,26.0,0.6153846153846154,182.88,180.34,0.9861111111111112,Orthodox,57.0,60.0
Bristol Marunde,16,10,0,26.0,0.6153846153846154,185.42,190.5,1.0273972602739727,Orthodox,21.0,33.0
Gaston Bolanos,8,5,0,13.0,0.6153846153846154,170.18,175.26,1.0298507462686566,Orthodox,49.0,100.0
Yibugele,24,13,1,39.0,0.6153846153846154,170.18,175.26,1.0298507462686566,Southpaw,41.0,0.0
Matt Wiman,16,10,0,26.0,0.6153846153846154,177.8,172.72,0.9714285714285713,Orthodox,50.0,37.0
Mackens Semerzier,8,4,0,13.0,0.6153846153846154,175.26,182.88,1.0434782608695652,Orthodox,45.0,50.0
Jon Delos Reyes,8,5,0,13.0,0.6153846153846154,167.64,170.18,1.0151515151515154,Orthodox,38.0,83.0
Jeremy Larsen,8,5,0,13.0,0.6153846153846154,177.8,177.8,1.0,Orthodox,48.0,33.0
Mark Coleman,16,10,0,26.0,0.6153846153846154,185.42,190.5,1.0273972602739727,Orthodox,52.0,40.0
Alan Baudot,8,3,0,13.0,0.6153846153846154,190.5,200.66,1.0533333333333332,Orthodox,58.0,0.0
Corinne Laframboise,8,5,0,13.0,0.6153846153846154,162.56,165.1,1.015625,Orthodox,68.0,100.0
Matthew Riddle,8,3,0,13.0,0.6153846153846154,185.42,193.04,1.0410958904109588,Southpaw,42.0,50.0
Kris McCray,8,5,0,13.0,0.6153846153846154,182.88,193.04,1.0555555555555556,Orthodox,45.0,55.0
Cody Donovan,8,5,0,13.0,0.6153846153846154,190.5,187.96,0.9866666666666667,Orthodox,59.0,28.0
Elise Reed,8,5,0,13.0,0.6153846153846154,160.02,160.02,1.0,Orthodox,53.0,60.0
Stephanie Egger,8,5,0,13.0,0.6153846153846154,167.64,172.72,1.0303030303030303,Orthodox,46.0,42.0
Liana Jojua,8,5,0,13.0,0.6153846153846154,162.56,157.48,0.9687499999999999,Orthodox,30.0,66.0
Karolina Kowalkiewicz,16,10,0,26.0,0.6153846153846154,160.02,162.56,1.0158730158730158,Orthodox,42.0,23.0
Louis Gaudinot,8,4,0,13.0,0.6153846153846154,160.02,160.02,1.0,Orthodox,37.0,40.0
Cody McKenzie,16,10,0,26.0,0.6153846153846154,182.88,182.88,1.0,Switch,34.0,25.0
Brogan Walker,8,5,0,13.0,0.6153846153846154,162.56,170.18,1.046875,Switch,32.0,75.0
Paige VanZant,8,5,0,13.0,0.6153846153846154,162.56,165.1,1.015625,Orthodox,52.0,33.0
Poliana Botelho,8,5,0,13.0,0.6153846153846154,172.72,170.18,0.9852941176470589,Orthodox,58.0,57.0
Vince Morales,16,10,0,26.0,0.6153846153846154,170.18,177.8,1.0447761194029852,Orthodox,37.0,40.0
Marcelo Rojo,16,10,0,26.0,0.6153846153846154,172.72,180.34,1.0441176470588236,Orthodox,39.0,50.0
Ali AlQaisi,8,5,0,13.0,0.6153846153846154,167.64,172.72,1.0303030303030303,Orthodox,42.0,29.0
Suman Mokhtarian,8,5,0,13.0,0.6153846153846154,172.72,182.88,1.0588235294117647,Orthodox,43.0,0.0
Raquel Pennington,16,10,0,26.0,0.6153846153846154,170.18,170.18,1.0,Orthodox,49.0,27.0
Jonathan Brookins,16,10,0,26.0,0.6153846153846154,182.88,187.96,1.027777777777778,Southpaw,39.0,17.0
Ed Herman,27,16,0,44.0,0.6136363636363636,185.42,195.58,1.0547945205479454,Orthodox,48.0,47.0
Mike Santiago,19,12,0,31.0,0.6129032258064516,177.8,175.26,0.9857142857142857,Orthodox,49.0,50.0
Kyung Ho Kang,19,11,0,31.0,0.6129032258064516,175.26,185.42000000000002,1.0579710144927537,Orthodox,47.0,50.0
Jason Day,19,12,0,31.0,0.6129032258064516,182.88,182.88,1.0,Orthodox,54.0,100.0
Matt Serra,11,7,0,18.0,0.6111111111111112,167.64,172.72,1.0303030303030303,Orthodox,39.0,20.0
Masio Fullen,11,7,0,18.0,0.6111111111111112,177.8,177.8,1.0,Orthodox,32.0,33.0
Phil Rowe,11,7,0,18.0,0.6111111111111112,190.5,203.2,1.0666666666666667,Orthodox,49.0,36.0
Kazuma Maruyama,11,7,0,18.0,0.6111111111111112,180.34,182.88,1.0140845070422535,Orthodox,41.0,33.0
Jose Daniel Medina,11,7,0,18.0,0.6111111111111112,182.88,187.96,1.027777777777778,Orthodox,36.0,33.0
Alice Ardelean,11,7,0,18.0,0.6111111111111112,160.02,157.48,0.984126984126984,Orthodox,45.0,44.0
Phil Harris,22,12,0,36.0,0.6111111111111112,162.56,165.1,1.015625,Orthodox,26.0,21.0
Nina Nunes,11,7,0,18.0,0.6111111111111112,165.1,162.56,0.9846153846153847,Orthodox,45.0,33.0
Bethe Correia,11,6,1,18.0,0.6111111111111112,165.1,162.56,0.9846153846153847,Orthodox,43.0,18.0
Kyle Kingsbury,11,6,0,18.0,0.6111111111111112,193.04,200.66,1.0394736842105263,Orthodox,40.0,41.0
Roy Nelson,22,14,0,36.0,0.6111111111111112,182.88,185.42000000000002,1.013888888888889,Orthodox,36.0,27.0
Tim Elliott,22,13,1,36.0,0.6111111111111112,170.18,167.64000000000001,0.9850746268656717,Southpaw,44.0,47.0
Matt Frevola,11,6,1,18.0,0.6111111111111112,175.26,180.34,1.028985507246377,Orthodox,39.0,41.0
Bruna Brasil,11,6,1,18.0,0.6111111111111112,167.64,165.1,0.9848484848484849,Orthodox,56.0,55.0
Shane Roller,11,7,0,18.0,0.6111111111111112,177.8,182.88,1.0285714285714285,Orthodox,34.0,33.0
Robert Valentin,11,6,0,18.0,0.6111111111111112,187.96,195.58,1.0405405405405406,Orthodox,56.0,0.0
Daniel Lacerda,11,6,0,18.0,0.6111111111111112,167.64,177.8,1.0606060606060608,Switch,45.0,50.0
Rolando Delgado,11,6,1,18.0,0.6111111111111112,190.5,195.58,1.0266666666666668,Orthodox,40.0,22.0
Justin McCully,11,5,2,18.0,0.6111111111111112,185.42,185.42000000000002,1.0000000000000002,Orthodox,37.0,44.0
Jason MacDonald,25,16,0,41.0,0.6097560975609756,190.5,203.2,1.0666666666666667,Orthodox,52.0,16.0
Zhalgas Zhumagulov,14,9,0,23.0,0.6086956521739131,162.56,167.64000000000001,1.03125,Switch,43.0,19.0
Dominique Steele,14,9,0,23.0,0.6086956521739131,177.8,187.96,1.0571428571428572,Orthodox,49.0,42.0
Jessica Penne,14,9,0,23.0,0.6086956521739131,165.1,170.18,1.0307692307692309,Orthodox,33.0,18.0
Ron Stallings,14,8,0,23.0,0.6086956521739131,187.96,190.5,1.0135135135135134,Southpaw,60.0,0.0
Dan Miller,14,8,0,23.0,0.6086956521739131,185.42,187.96,1.0136986301369864,Orthodox,36.0,54.0
Felipe Bunes,14,9,0,23.0,0.6086956521739131,170.18,175.26,1.0298507462686566,Orthodox,46.0,25.0
Tim McKenzie,14,9,0,23.0,0.6086956521739131,182.88,187.96,1.027777777777778,Orthodox,54.0,0.0
Parker Porter,14,9,0,23.0,0.6086956521739131,182.88,190.5,1.0416666666666667,Orthodox,50.0,26.0
Craig White,14,9,0,23.0,0.6086956521739131,187.96,193.04,1.027027027027027,Orthodox,40.0,0.0
Rayanne dos Santos,14,9,0,23.0,0.6086956521739131,157.48,157.48,1.0,Orthodox,40.0,14.0
Devin Clark,14,9,0,23.0,0.6086956521739131,182.88,190.5,1.0416666666666667,Orthodox,54.0,32.0
Ariane da Silva,17,11,0,28.0,0.6071428571428571,167.64,170.18,1.0151515151515154,Orthodox,41.0,38.0
Josh Koscheck,17,11,0,28.0,0.6071428571428571,177.8,185.42000000000002,1.042857142857143,Orthodox,36.0,48.0
Matt Schnell,17,10,0,28.0,0.6071428571428571,172.72,177.8,1.0294117647058825,Orthodox,40.0,45.0
TJ Brown,17,11,0,28.0,0.6071428571428571,175.26,182.88,1.0434782608695652,Switch,44.0,57.0
Gabriel Gonzaga,17,11,0,28.0,0.6071428571428571,187.96,193.04,1.027027027027027,Orthodox,45.0,39.0
Brett Rogers,17,10,0,28.0,0.6071428571428571,195.58,205.74,1.051948051948052,Orthodox,44.0,0.0
Hector Urbina,17,10,1,28.0,0.6071428571428571,180.34,185.42000000000002,1.028169014084507,Orthodox,38.0,0.0
Sam Stout,20,12,1,33.0,0.6060606060606061,175.26,177.8,1.0144927536231885,Orthodox,28.0,38.0
Kenji Osawa,20,11,2,33.0,0.6060606060606061,170.18,167.64000000000001,0.9850746268656717,Orthodox,35.0,58.0
Thiago Alves,23,15,0,38.0,0.6052631578947368,175.26,177.8,1.0144927536231885,Orthodox,41.0,60.0
Masanori Kanehara,26,12,5,43.0,0.6046511627906976,170.18,170.18,1.0,Orthodox,49.0,50.0
Julian Marquez,9,6,0,15.0,0.6,187.96,182.88,0.9729729729729729,Orthodox,45.0,0.0
Jamie Varner,21,11,1,35.0,0.6,172.72,180.34,1.0441176470588236,Orthodox,34.0,53.0
Anthony Perosh,15,10,0,25.0,0.6,190.5,190.5,1.0,Orthodox,43.0,22.0
Diana Belbita,15,10,0,25.0,0.6,170.18,172.72,1.0149253731343284,Orthodox,41.0,62.0
Ricardo Funch,9,6,0,15.0,0.6,177.8,187.96,1.0571428571428572,Southpaw,65.0,18.0
Jason Young,9,6,0,15.0,0.6,175.26,185.42000000000002,1.0579710144927537,Orthodox,37.0,66.0
Jocelyn Jones-Lybarger,6,4,0,10.0,0.6,170.18,162.56,0.9552238805970149,Orthodox,31.0,25.0
Tafon Nchukwi,6,4,0,10.0,0.6,182.88,195.58,1.0694444444444446,Orthodox,52.0,57.0
Aleksandra Albu,3,2,0,5.0,0.6,157.48,160.02,1.0161290322580647,Orthodox,47.0,50.0
Anthony Guarascio,3,1,0,5.0,0.6,187.96,182.88,0.9729729729729729,Orthodox,28.0,0.0
Bryan Barberena,18,12,0,30.0,0.6,182.88,182.88,1.0,Southpaw,48.0,22.0
Fredy Serrano,3,2,0,5.0,0.6,160.02,165.1,1.0317460317460316,Orthodox,26.0,25.0
Ovince Saint Preux,27,18,0,45.0,0.6,190.5,203.2,1.0666666666666667,Southpaw,47.0,36.0
Oluwale Bamgbose,6,4,0,10.0,0.6,180.34,198.12,1.0985915492957747,Switch,48.0,33.0
Brendan O'Reilly,6,3,0,10.0,0.6,170.18,175.26,1.0298507462686566,Orthodox,47.0,43.0
Hannah Goldy,6,4,0,10.0,0.6,162.56,154.94,0.953125,Orthodox,47.0,12.0
Talita Bernardo,6,4,0,10.0,0.6,162.56,172.72,1.0625,Orthodox,42.0,22.0
Sarah Alpar,9,6,0,15.0,0.6,162.56,160.02,0.984375,Southpaw,44.0,26.0
Duane Ludwig,21,14,0,35.0,0.6,177.8,177.8,1.0,Orthodox,44.0,25.0
Ramsey Nijem,9,6,0,15.0,0.6,180.34,190.5,1.056338028169014,Orthodox,44.0,62.0
Jordan Espinosa,15,9,0,25.0,0.6,167.64,175.26,1.0454545454545454,Orthodox,52.0,28.0
Scott Smith,18,11,0,30.0,0.6,182.88,177.8,0.9722222222222223,Orthodox,27.0,6.0
Brian Kelleher,24,16,0,40.0,0.6,167.64,167.64000000000001,1.0000000000000002,Switch,41.0,41.0
Josh Quinlan,6,3,0,10.0,0.6,182.88,182.88,1.0,Orthodox,42.0,11.0
Kathryn Paprocki,3,2,0,5.0,0.6,160.02,160.02,1.0,Orthodox,23.0,0.0
Andy Ogle,9,6,0,15.0,0.6,172.72,175.26,1.0147058823529411,Orthodox,44.0,26.0
Alvaro Herrera Mendoza,9,6,0,15.0,0.6,182.88,187.96,1.027777777777778,Orthodox,38.0,0.0
Mizuto Hirota,18,10,2,30.0,0.6,170.18,170.18,1.0,Orthodox,40.0,50.0
Shanna Young,9,6,0,15.0,0.6,170.18,165.1,0.9701492537313432,Orthodox,47.0,0.0
Carlos Calderon,6,3,0,10.0,0.6,180.34,180.34,1.0,Southpaw,42.0,33.0
Matt Hamill,12,8,0,20.0,0.6,185.42,193.04,1.0410958904109588,Orthodox,42.0,34.0
Tresean Gore,6,4,0,10.0,0.6,182.88,190.5,1.0416666666666667,Switch,42.0,75.0
Sasha Palatnikov,6,4,0,10.0,0.6,185.42,182.88,0.9863013698630138,Switch,53.0,100.0
Bruno Silva,15,7,2,25.0,0.6,162.56,165.1,1.015625,Orthodox,50.0,29.0
Rafael Cavalcante,12,7,0,20.0,0.6,185.42,187.96,1.0136986301369864,Orthodox,53.0,40.0
CJ Vergara,12,7,1,20.0,0.6,167.64,172.72,1.0303030303030303,Orthodox,56.0,0.0
JP Buys,9,6,0,15.0,0.6,165.1,170.18,1.0307692307692309,Orthodox,39.0,25.0
